Tanggal,Komoditas,Provinsi,Harga
27/04/2022,Telur Ayam Ras,Sulawesi Tenggara,26186.0
27/04/2022,Telur Ayam Ras,Sulawesi Utara,29528.0
28/04/2022,Telur Ayam Ras,Gorontalo,29300.0
28/04/2022,Telur Ayam Ras,Sulawesi Barat,22917.0
28/04/2022,Telur Ayam Ras,Sulawesi Selatan,23840.0
28/04/2022,Telur Ayam Ras,Sulawesi Tengah,27207.0
28/04/2022,Telur Ayam Ras,Sulawesi Tenggara,26744.0
28/04/2022,Telur Ayam Ras,Sulawesi Utara,29709.0
29/04/2022,Telur Ayam Ras,Gorontalo,29400.0
29/04/2022,Telur Ayam Ras,Sulawesi Barat,23083.0
29/04/2022,Telur Ayam Ras,Sulawesi Selatan,23781.0
29/04/2022,Telur Ayam Ras,Sulawesi Tengah,27312.0
29/04/2022,Telur Ayam Ras,Sulawesi Tenggara,27121.0
29/04/2022,Telur Ayam Ras,Sulawesi Utara,29461.0
30/04/2022,Telur Ayam Ras,Gorontalo,29747.0
30/04/2022,Telur Ayam Ras,Sulawesi Barat,24583.0
30/04/2022,Telur Ayam Ras,Sulawesi Selatan,23881.0
30/04/2022,Telur Ayam Ras,Sulawesi Tengah,27151.0
30/04/2022,Telur Ayam Ras,Sulawesi Tenggara,26177.0
30/04/2022,Telur Ayam Ras,Sulawesi Utara,29595.0
01/05/2022,Telur Ayam Ras,Gorontalo,29747.0
01/05/2022,Telur Ayam Ras,Sulawesi Barat,24583.0
01/05/2022,Telur Ayam Ras,Sulawesi Selatan,24210.0
01/05/2022,Telur Ayam Ras,Sulawesi Tengah,27923.0
01/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26291.0
01/05/2022,Telur Ayam Ras,Sulawesi Utara,29428.0
02/05/2022,Telur Ayam Ras,Gorontalo,29598.0
02/05/2022,Telur Ayam Ras,Sulawesi Barat,23500.0
02/05/2022,Telur Ayam Ras,Sulawesi Selatan,23900.0
02/05/2022,Telur Ayam Ras,Sulawesi Tengah,27592.0
02/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26433.0
02/05/2022,Telur Ayam Ras,Sulawesi Utara,29602.0
03/05/2022,Telur Ayam Ras,Gorontalo,30078.0
03/05/2022,Telur Ayam Ras,Sulawesi Barat,23500.0
03/05/2022,Telur Ayam Ras,Sulawesi Selatan,23545.0
03/05/2022,Telur Ayam Ras,Sulawesi Tengah,26978.0
03/05/2022,Telur Ayam Ras,Sulawesi Tenggara,28171.0
03/05/2022,Telur Ayam Ras,Sulawesi Utara,29416.0
04/05/2022,Telur Ayam Ras,Gorontalo,29747.0
04/05/2022,Telur Ayam Ras,Sulawesi Barat,23375.0
04/05/2022,Telur Ayam Ras,Sulawesi Selatan,23623.0
04/05/2022,Telur Ayam Ras,Sulawesi Tengah,26894.0
04/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27303.0
04/05/2022,Telur Ayam Ras,Sulawesi Utara,28921.0
05/05/2022,Telur Ayam Ras,Gorontalo,29916.0
05/05/2022,Telur Ayam Ras,Sulawesi Barat,23583.0
05/05/2022,Telur Ayam Ras,Sulawesi Selatan,23952.0
05/05/2022,Telur Ayam Ras,Sulawesi Tengah,26019.0
05/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27244.0
05/05/2022,Telur Ayam Ras,Sulawesi Utara,29328.0
06/05/2022,Telur Ayam Ras,Gorontalo,30081.0
06/05/2022,Telur Ayam Ras,Sulawesi Barat,23750.0
06/05/2022,Telur Ayam Ras,Sulawesi Selatan,23744.0
06/05/2022,Telur Ayam Ras,Sulawesi Tengah,26894.0
06/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27027.0
06/05/2022,Telur Ayam Ras,Sulawesi Utara,29494.0
07/05/2022,Telur Ayam Ras,Gorontalo,29950.0
07/05/2022,Telur Ayam Ras,Sulawesi Barat,23750.0
07/05/2022,Telur Ayam Ras,Sulawesi Selatan,23633.0
07/05/2022,Telur Ayam Ras,Sulawesi Tengah,27061.0
07/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27127.0
07/05/2022,Telur Ayam Ras,Sulawesi Utara,29028.0
08/05/2022,Telur Ayam Ras,Gorontalo,30759.0
08/05/2022,Telur Ayam Ras,Sulawesi Barat,23333.0
08/05/2022,Telur Ayam Ras,Sulawesi Selatan,23421.0
08/05/2022,Telur Ayam Ras,Sulawesi Tengah,26294.0
08/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27303.0
08/05/2022,Telur Ayam Ras,Sulawesi Utara,28755.0
09/05/2022,Telur Ayam Ras,Gorontalo,30766.0
09/05/2022,Telur Ayam Ras,Sulawesi Barat,22667.0
09/05/2022,Telur Ayam Ras,Sulawesi Selatan,23442.0
09/05/2022,Telur Ayam Ras,Sulawesi Tengah,27794.0
09/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27866.0
09/05/2022,Telur Ayam Ras,Sulawesi Utara,28701.0
10/05/2022,Telur Ayam Ras,Gorontalo,29019.0
10/05/2022,Telur Ayam Ras,Sulawesi Barat,23000.0
10/05/2022,Telur Ayam Ras,Sulawesi Selatan,23358.0
10/05/2022,Telur Ayam Ras,Sulawesi Tengah,26794.0
10/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27450.0
10/05/2022,Telur Ayam Ras,Sulawesi Utara,28908.0
11/05/2022,Telur Ayam Ras,Gorontalo,29019.0
11/05/2022,Telur Ayam Ras,Sulawesi Barat,22833.0
11/05/2022,Telur Ayam Ras,Sulawesi Selatan,23421.0
11/05/2022,Telur Ayam Ras,Sulawesi Tengah,26600.0
11/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27239.0
11/05/2022,Telur Ayam Ras,Sulawesi Utara,28494.0
12/05/2022,Telur Ayam Ras,Gorontalo,28910.0
12/05/2022,Telur Ayam Ras,Sulawesi Barat,23000.0
12/05/2022,Telur Ayam Ras,Sulawesi Selatan,23444.0
12/05/2022,Telur Ayam Ras,Sulawesi Tengah,25655.0
12/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27320.0
12/05/2022,Telur Ayam Ras,Sulawesi Utara,28495.0
13/05/2022,Telur Ayam Ras,Gorontalo,28910.0
13/05/2022,Telur Ayam Ras,Sulawesi Barat,22983.0
13/05/2022,Telur Ayam Ras,Sulawesi Selatan,23444.0
13/05/2022,Telur Ayam Ras,Sulawesi Tengah,26767.0
13/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27109.0
13/05/2022,Telur Ayam Ras,Sulawesi Utara,28508.0
14/05/2022,Telur Ayam Ras,Gorontalo,28699.0
14/05/2022,Telur Ayam Ras,Sulawesi Barat,22333.0
14/05/2022,Telur Ayam Ras,Sulawesi Selatan,23444.0
14/05/2022,Telur Ayam Ras,Sulawesi Tengah,27720.0
14/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27154.0
14/05/2022,Telur Ayam Ras,Sulawesi Utara,28388.0
15/05/2022,Telur Ayam Ras,Gorontalo,28680.0
15/05/2022,Telur Ayam Ras,Sulawesi Barat,22667.0
15/05/2022,Telur Ayam Ras,Sulawesi Selatan,23390.0
15/05/2022,Telur Ayam Ras,Sulawesi Tengah,26615.0
15/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26785.0
15/05/2022,Telur Ayam Ras,Sulawesi Utara,28759.0
16/05/2022,Telur Ayam Ras,Gorontalo,28680.0
16/05/2022,Telur Ayam Ras,Sulawesi Barat,22667.0
16/05/2022,Telur Ayam Ras,Sulawesi Selatan,23348.0
16/05/2022,Telur Ayam Ras,Sulawesi Tengah,26907.0
16/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26933.0
16/05/2022,Telur Ayam Ras,Sulawesi Utara,28687.0
17/05/2022,Telur Ayam Ras,Gorontalo,28287.0
17/05/2022,Telur Ayam Ras,Sulawesi Barat,22833.0
17/05/2022,Telur Ayam Ras,Sulawesi Selatan,23373.0
17/05/2022,Telur Ayam Ras,Sulawesi Tengah,26960.0
17/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26706.0
17/05/2022,Telur Ayam Ras,Sulawesi Utara,29495.0
18/05/2022,Telur Ayam Ras,Gorontalo,28253.0
18/05/2022,Telur Ayam Ras,Sulawesi Barat,22667.0
18/05/2022,Telur Ayam Ras,Sulawesi Selatan,23540.0
18/05/2022,Telur Ayam Ras,Sulawesi Tengah,26710.0
18/05/2022,Telur Ayam Ras,Sulawesi Tenggara,27085.0
18/05/2022,Telur Ayam Ras,Sulawesi Utara,28308.0
19/05/2022,Telur Ayam Ras,Gorontalo,27680.0
19/05/2022,Telur Ayam Ras,Sulawesi Barat,22667.0
19/05/2022,Telur Ayam Ras,Sulawesi Selatan,23531.0
19/05/2022,Telur Ayam Ras,Sulawesi Tengah,27375.0
19/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26633.0
19/05/2022,Telur Ayam Ras,Sulawesi Utara,28175.0
20/05/2022,Telur Ayam Ras,Gorontalo,27835.0
20/05/2022,Telur Ayam Ras,Sulawesi Barat,23250.0
20/05/2022,Telur Ayam Ras,Sulawesi Selatan,23698.0
20/05/2022,Telur Ayam Ras,Sulawesi Tengah,26740.0
20/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26747.0
20/05/2022,Telur Ayam Ras,Sulawesi Utara,28241.0
21/05/2022,Telur Ayam Ras,Gorontalo,27899.0
21/05/2022,Telur Ayam Ras,Sulawesi Barat,23250.0
21/05/2022,Telur Ayam Ras,Sulawesi Selatan,23965.0
21/05/2022,Telur Ayam Ras,Sulawesi Tengah,26262.0
21/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26897.0
21/05/2022,Telur Ayam Ras,Sulawesi Utara,28530.0
22/05/2022,Telur Ayam Ras,Gorontalo,27701.0
22/05/2022,Telur Ayam Ras,Sulawesi Barat,23417.0
22/05/2022,Telur Ayam Ras,Sulawesi Selatan,24135.0
22/05/2022,Telur Ayam Ras,Sulawesi Tengah,26461.0
22/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26986.0
22/05/2022,Telur Ayam Ras,Sulawesi Utara,28361.0
23/05/2022,Telur Ayam Ras,Gorontalo,27806.0
23/05/2022,Telur Ayam Ras,Sulawesi Barat,23250.0
23/05/2022,Telur Ayam Ras,Sulawesi Selatan,24877.0
23/05/2022,Telur Ayam Ras,Sulawesi Tengah,26726.0
23/05/2022,Telur Ayam Ras,Sulawesi Tenggara,26630.0
23/05/2022,Telur Ayam Ras,Sulawesi Utara,28195.0
24/05/2022,Telur Ayam Ras,Gorontalo,27822.0
24/05/2022,Telur Ayam Ras,Sulawesi Barat,23583.0
24/05/2022,Telur Ayam Ras,Sulawesi Selatan,24419.0
24/05/2022,Telur Ayam Ras,Sulawesi Tengah,26332.0
