Tanggal,Komoditas,Provinsi,Harga
17/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27500.0
17/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27717.0
17/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29500.0
17/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,31469.0
17/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24867.0
18/05/2022,Minyak Goreng Kemasan,Gorontalo,
18/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27500.0
18/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27617.0
18/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29500.0
18/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,31073.0
18/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24767.0
19/05/2022,Minyak Goreng Kemasan,Gorontalo,
19/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27500.0
19/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27304.0
19/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29231.0
19/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,31304.0
19/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24767.0
20/05/2022,Minyak Goreng Kemasan,Gorontalo,
20/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27167.0
20/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,27130.0
20/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29333.0
20/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,29542.0
20/05/2022,Minyak Goreng Kemasan,Sulawesi Utara,24700.0
21/05/2022,Minyak Goreng Kemasan,Gorontalo,
21/05/2022,Minyak Goreng Kemasan,Sulawesi Barat,27083.0
21/05/2022,Minyak Goreng Kemasan,Sulawesi Selatan,26891.0
21/05/2022,Minyak Goreng Kemasan,Sulawesi Tengah,29455.0
21/05/2022,Minyak Goreng Kemasan,Sulawesi Tenggara,30186.0
