Tanggal,Komoditas,Provinsi,Harga
26/05/2022,Tepung Terigu (Curah),Gorontalo,9692.0
26/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9167.0
26/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8821.0
26/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,10923.0
26/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10224.0
26/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11214.0
27/05/2022,Tepung Terigu (Curah),Gorontalo,9692.0
27/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9000.0
27/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8904.0
27/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,10909.0
27/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10120.0
27/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11214.0
28/05/2022,Tepung Terigu (Curah),Gorontalo,9697.0
28/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9200.0
28/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8904.0
28/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,11000.0
28/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10282.0
28/05/2022,Tepung Terigu (Curah),Sulawesi Utara,11231.0
29/05/2022,Tepung Terigu (Curah),Gorontalo,9692.0
29/05/2022,Tepung Terigu (Curah),Sulawesi Barat,9000.0
29/05/2022,Tepung Terigu (Curah),Sulawesi Selatan,8904.0
29/05/2022,Tepung Terigu (Curah),Sulawesi Tengah,10800.0
29/05/2022,Tepung Terigu (Curah),Sulawesi Tenggara,10115.0
